Country Name,Region,Income Group,Series Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,South Asia,Low income,SH.STA.BRTC.ZS,69.974174,43.351383,78.5416,72.96385,83.60973,63.835384,63.14756,63.403175,54.271187,84.59677,12.400001,77.04225,75.56059,14.3,76.85662,75.06653,18.9,77.961945,24.0,78.4933,34.3,38.600002,39.9,78.99963,45.2,50.5,80.07588,53.399998,58.799995,69.68818,73.60697
Afghanistan,South Asia,Low income,SL.IND.EMPL.ZS,15.680466,12.43,12.21,11.57,11.48,11.510001,11.08,10.69,10.33,9.95,9.48,8.98,9.99,10.35,10.61,11.33,11.79,12.2,12.48,13.630001,14.660001,14.750001,15.770001,16.33,16.77,17.170002,17.320002,18.03,18.46,18.55,15.308588
Albania,Europe & Central Asia,Upper middle income,DT.TDS.DPPF.XP.ZS,8.813642,4.298872,2.1752603,3.1762002,6.635782,1.9742674,4.363553,13.7492485,8.360305,4.3297586,4.089263,4.104154,6.472856,5.012847,4.743804,4.4419193,4.37998,3.6545074,3.1433647,4.827229,6.8353767,7.5563564,7.918082,5.094129,6.32797,16.956291,7.2373676,6.8253717,13.141501,7.5181394,17.897654
Albania,Europe & Central Asia,Upper middle income,EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90001,100.0,99.95,99.98001,99.89,99.89,100.0,100.0,100.0
Albania,Europe & Central Asia,Upper middle income,GFDD.AI.01,13821.64,5808.3335,11234.39,5415.819,7306.313,11268.134,10529.362,11616.912,16088.541,5933.2,14342.92,10605.268,10235.018,11565.994,2698.2063,7542.197,700.2889,1357.7626,12584.871,5674.6245,8781.207,8604.492,1294.5422,8861.548,6965.0327,12213.373,1109.424,1093.8435,1051.9623,1094.8483,1133.1195
Albania,Europe & Central Asia,Upper middle income,GFDD.DI.04,89.40572,95.745674,66.44867,64.37106,58.31802,70.58632,73.44514,56.806858,60.10012,68.82464,68.60171,71.69236,71.5622,75.49699,80.08146,82.29821,85.61717,87.34673,88.56968,89.38724,91.750626,92.35944,92.38214,92.63004,92.34568,91.71468,94.06599,94.19537,93.9041,94.23023,93.569046
Albania,Europe & Central Asia,Upper middle income,GFDD.DI.05,103.20476,92.362755,93.92013,75.64001,39.76496,48.44382,46.22337,59.925335,62.23912,66.022316,65.46323,69.82247,66.852264,65.44225,68.22042,71.41761,76.36533,78.46537,75.48073,59.037807,64.35965,68.69024,71.217964,72.56398,73.43582,72.90962,74.6197,71.45648,68.484116,69.82919,77.39526
Albania,Europe & Central Asia,Upper middle income,GFDD.DI.06,10.621522,14.634225,5.440448,8.847911,38.9519,22.53627,16.95704,28.48758,24.69372,17.07625,16.62397,14.50006,14.091781,11.97431,9.651939,9.189349,8.405331,8.215148,7.8293176,7.326433,5.541931,5.343606,5.249811,5.0820336,5.2762847,5.3544908,3.735874,3.518524,3.510658,3.389089,4.226071
Albania,Europe & Central Asia,Upper middle income,GFDD.DI.11,4.372832,-2.9218614,9.776603,3.4684505,-0.5188872,5.3787074,3.5413651,1.696058,3.1983516,12.689218,10.826263,5.95474,-2.3469763,2.403837,1.1387429,13.322904,1.312311,1.3836992,1.4366009,1.4185227,1.455175,1.4891311,1.5263228,1.6176407,1.7523665,1.9249897,1.9981269,1.9720129,1.9253553,2.2937076,2.4027193
Albania,Europe & Central Asia,Upper middle income,GFDD.DM.11,30.718796,49.279404,27.908535,47.48095,29.41494,44.472202,36.06187,32.63565,51.90241,37.409428,41.936058,32.59505,38.66039,45.70692,23.424393,59.87685,21.837946,0.8419388,1.192739,1.233491,2.019677,2.462609,3.9188967,5.083622,5.720746,4.5103197,6.048731,5.143755,5.348466,6.262567,9.20719
Albania,Europe & Central Asia,Upper middle income,GFDD.EI.08,22.042315,24.080137,40.694214,31.113792,50.452454,50.31882,43.64244,33.54047,33.33377,33.59151,31.450699,30.52274,28.985218,29.23848,29.172918,27.34675,27.7209,26.78846,25.335989,24.92359,24.27309,25.2794,24.7477,26.00121,26.253048,23.909111,24.639399,24.534939,23.53838,24.005621,26.764698
Albania,Europe & Central Asia,Upper middle income,GFDD.OI.02,80.01129,80.88401,62.61267,80.5005,24.24287,29.550238,31.92305,37.97531,44.485626,47.686607,45.66356,48.68773,45.419468,46.968746,49.49909,52.80478,57.657818,62.415577,57.3421,57.907757,63.324825,67.28407,69.8149,70.35517,70.04085,68.59187,68.64949,64.345924,60.41314,60.711033,67.65973
Albania,Europe & Central Asia,Upper middle income,SH.STA.BRTC.ZS,93.0,92.6,86.399994,87.2,89.1,89.1,91.2,98.799995,99.100006,99.00001,99.100006,99.00001,97.99999,98.799995,99.3,99.8,99.00001,100.46866,97.32899,99.3,101.044365,97.67283,102.83203,94.82553,94.005875,98.513535,100.187904,90.90968,99.8,89.29133,100.12284
Albania,Europe & Central Asia,Upper middle income,SL.IND.EMPL.ZS,25.556047,11.58,11.45,11.630001,11.79,12.030001,11.73,11.630001,11.72,12.17,12.81,13.67,14.46,14.81,15.2300005,15.76,16.48,16.950003,17.78,19.94,20.59,18.87,17.28,16.88,17.74,18.670002,19.38,19.38,19.75,20.15,32.97657
Algeria,Middle East & North Africa,Lower middle income,DT.TDS.DPPF.XP.ZS,63.756107,70.910706,26.813385,33.791245,13.302342,18.819914,23.851213,19.640156,18.901245,14.705466,21.691933,13.929056,18.060486,16.165493,9.96684,11.375245,22.1119,1.1293333,1.1811427,0.88362116,0.60487324,0.5874291,0.83900076,0.42095813,0.3582225,0.4707502,0.47564694,0.41848457,0.32738093,0.3333206,0.40467325
Algeria,Middle East & North Africa,Lower middle income,EG.ELC.ACCS.ZS,95.61758,94.12339,94.2218,100.93321,93.34724,101.56442,94.986404,95.97482,93.502205,101.571075,98.9731,98.96687,98.95306,98.93401,98.91208,98.88961,98.86901,98.852936,99.3,98.845184,98.85893,98.88803,98.76466,99.002205,99.08701,99.18666,99.35025,99.6355,99.69784,99.5,99.80413
Algeria,Middle East & North Africa,Lower middle income,GFDD.AI.01,18417.855,20018.281,11697.723,14966.575,8182.3,19110.312,17361.512,5075.4106,22168.297,15847.729,26314.734,14888.211,14357.836,13865.343,33869.83,9629.521,13553.034,14632.145,12844.574,13979.148,9232.738,12599.343,13022.504,11292.354,38947.934,12308.365,19590.803,15424.773,17132.57,14574.066,23966.246
Algeria,Middle East & North Africa,Lower middle income,GFDD.DI.04,78.310104,80.79305,73.01772,65.53322,66.63146,74.765465,83.54134,85.0892,86.709816,89.46928,89.06787,92.72879,94.04404,93.94376,95.04723,95.57029,80.39911,99.76729,99.810585,99.81031,99.792,99.80944,99.81128,99.89756,99.90615,99.92478,99.94191,81.512665,68.52157,66.8563,67.859955
Algeria,Middle East & North Africa,Lower middle income,GFDD.DI.05,61.927135,48.1069,50.66121,49.102562,45.4436,36.90268,33.00584,36.08158,42.377117,42.07777,37.82976,54.33134,60.30313,60.34156,56.6909,50.17707,53.804092,60.04026,58.822495,67.40389,62.921383,60.97169,59.632263,62.831955,70.83281,74.55348,72.23631,73.84113,76.1581,74.72868,87.61681
Algeria,Middle East & North Africa,Lower middle income,GFDD.DI.06,17.82918,11.665621,15.14804,23.01727,17.184889,12.14126,7.038949,6.393389,6.179602,5.051198,4.095623,3.4662812,2.999089,2.740328,2.016596,1.654364,8.655043,0.0794927,0.0577167,0.0756455,0.0773756,0.0678238,0.0680435,0.0408433,0.0434778,0.0414629,0.0350779,13.2018795,27.277029,32.01483,35.70337
Algeria,Middle East & North Africa,Lower middle income,GFDD.DI.11,10.716438,6.1209545,13.072052,7.552628,13.7996235,4.2154922,11.42273,8.908918,7.4354634,2.7826355,1.328968,1.3070427,8.474549,8.380919,1.7592512,14.569723,0.7633825,0.8264829,3.0661016,1.0963255,1.1518681,1.1421688,1.1135746,1.2059718,1.386642,1.5094342,1.5150759,1.4504261,12.721483,13.038354,6.691962
Algeria,Middle East & North Africa,Lower middle income,GFDD.DM.11,53.575066,103.29677,65.54826,97.73688,77.59478,116.11946,55.57857,57.33383,139.95433,75.091,145.66812,69.539825,87.208694,72.508575,105.32084,38.653297,96.39822,56.990395,60.746235,90.25076,93.721924,77.12317,68.92534,107.61384,112.85774,101.93646,54.4285,127.90343,78.243675,85.85869,97.06649
Algeria,Middle East & North Africa,Lower middle income,GFDD.EI.08,8.08622,3.728315,33.92069,37.28133,27.81081,30.81173,30.36467,32.57956,35.765457,37.56185,27.419401,36.227478,35.190098,31.31682,27.727169,23.845629,23.39024,21.208729,17.63616,23.55731,21.933329,21.82791,21.97769,23.34778,27.952679,33.40324,37.49484,33.82284,34.39246,38.927498,45.65574
Algeria,Middle East & North Africa,Lower middle income,GFDD.OI.02,43.927486,33.45822,27.25068,32.59271,29.859617,24.50037,21.78938,23.91127,28.57152,28.670681,26.14624,40.597927,45.39818,45.21692,42.39005,37.784706,40.964798,46.198017,44.71291,48.66047,44.98983,43.068607,41.27208,43.42392,49.443947,49.87261,46.484188,48.7765,49.58972,48.01913,53.93711
Algeria,Middle East & North Africa,Lower middle income,SH.STA.BRTC.ZS,106.71781,90.32437,76.5,92.008575,74.42328,95.228615,87.05496,97.70778,76.67519,58.001812,92.0,97.470474,95.9,90.31034,94.94555,93.21902,95.2,97.70708,88.57713,91.765045,96.610214,97.051895,97.14387,96.6,88.54418,87.1381,89.98089,96.0234,94.930374,93.017296,98.79356
Algeria,Middle East & North Africa,Lower middle income,SL.IND.EMPL.ZS,25.762917,25.4,25.26,25.03,24.820002,24.820002,24.780003,24.7,24.77,24.670002,24.9,25.01,24.800001,24.690002,25.64,26.76,27.520002,28.38,28.89,29.57,30.200003,30.859999,30.81,30.96,30.96,30.920002,30.95,30.99,30.91,30.42,30.926802
Andorra,Europe & Central Asia,High income,DT.TDS.DPPF.XP.ZS,11.824666,14.631547,8.063717,18.030544,12.160005,9.916498,17.912111,11.724972,15.121181,13.011808,9.869626,14.714184,9.63488,9.197363,7.008546,11.957866,13.566104,9.665762,11.859836,7.6064267,10.639741,3.7873433,10.532382,10.795863,10.404639,7.493353,9.233435,12.474158,9.053287,21.378065,8.417827
Andorra,Europe & Central Asia,High income,EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Andorra,Europe & Central Asia,High income,GFDD.AI.01,10594.548,2303.0596,7945.9316,7866.0454,-21527.35,16158.857,9403.947,1925.5514,9977.849,3438.7393,4572.675,9584.383,2304.6191,10686.851,9026.2295,16469.027,4638.8174,10043.972,8085.7925,8924.983,-8252.35,7662.4756,11832.4,9085.816,3485.9958,8537.235,6553.5903,5355.821,13660.433,9641.338,9890.508
Andorra,Europe & Central Asia,High income,GFDD.DI.04,60.879993,52.08977,76.96362,46.732445,63.945694,12.609727,71.50497,71.257385,49.69792,74.74138,79.91556,75.25104,63.46472,63.914486,77.02552,71.2767,76.152885,63.628796,56.71604,92.10986,82.96982,58.451817,80.39637,35.742413,65.29346,80.59862,84.81857,81.57521,77.63124,69.68331,79.87417
Andorra,Europe & Central Asia,High income,GFDD.DI.05,64.67173,58.1968,72.75545,62.71273,88.05639,86.44284,93.110756,50.580936,25.937944,58.43587,45.25747,54.85692,61.5524,67.27519,96.4372,56.621048,65.59172,65.48597,56.2362,86.4172,79.71472,69.73399,84.0162,69.915016,72.69866,71.60588,61.60891,24.554832,83.879074,70.8789,106.035095
Andorra,Europe & Central Asia,High income,GFDD.DI.06,8.520361,6.863934,-7.3067145,5.388477,3.920996,7.9730387,9.6714735,5.312248,8.827974,7.7756677,4.548303,3.3006692,8.151676,6.8237085,5.5971284,5.125794,2.1415558,9.086944,4.874342,5.6297894,7.2546825,13.248321,5.832716,2.3291569,4.9018135,1.1931715,5.879176,5.386652,2.4572525,8.4133215,4.4434657
Andorra,Europe & Central Asia,High income,GFDD.DI.11,9.167272,5.844297,-0.25605926,7.008316,11.500041,5.146902,12.804436,4.009193,10.442929,9.674542,4.9517245,14.928276,4.7930884,13.320312,11.1985035,8.403077,6.146275,8.774638,9.651577,4.956713,5.011524,7.7725906,5.207703,1.1940689,11.887942,6.9198728,6.2741637,7.0760393,3.2528448,13.527503,6.3463016
Andorra,Europe & Central Asia,High income,GFDD.DM.11,77.32881,127.04128,217.10886,179.15706,170.98912,175.36752,130.67091,151.62747,243.8569,148.76482,133.76282,78.624306,172.96149,206.7912,114.65711,168.90723,151.47719,134.82597,170.33752,230.43503,154.13567,223.97617,268.2897,131.57552,205.46344,133.71356,170.0566,188.93271,202.07864,107.4462,175.18091
Andorra,Europe & Central Asia,High income,GFDD.EI.08,18.27998,14.403708,30.416834,26.066635,10.598095,11.770782,21.24633,19.267376,12.210619,20.42765,8.760791,12.200513,23.45643,21.161386,14.732633,25.086592,19.509949,9.257074,13.089588,16.999668,9.309899,18.304012,12.619722,20.803001,25.583214,15.035126,16.208323,16.772081,14.078458,19.091429,30.106052
Andorra,Europe & Central Asia,High income,GFDD.OI.02,51.948177,58.34026,95.72728,62.711857,57.121197,57.31934,87.85406,44.269062,48.226067,52.59697,54.346725,67.88328,32.367134,54.13022,82.41908,81.30265,60.30154,64.69162,72.616905,67.149506,71.70593,70.30806,79.04592,90.193184,65.118675,69.45892,80.444534,59.838882,91.14777,71.680374,69.40416
Andorra,Europe & Central Asia,High income,SH.STA.BRTC.ZS,97.71451,94.88279,92.049225,97.01601,99.19601,101.45288,94.76074,95.54552,92.172554,106.39355,98.58795,99.11422,100.24568,92.14459,94.314674,101.2063,97.179756,93.80984,98.005356,102.72736,92.80615,98.135826,94.612305,96.963165,101.23861,100.0,100.0,100.0,101.480316,96.23437,100.39508
Andorra,Europe & Central Asia,High income,SL.IND.EMPL.ZS,16.695024,16.327036,16.603575,14.102093,8.694269,12.538806,18.581295,17.651262,14.592106,18.972118,16.102861,15.011168,11.212176,19.77115,14.7192,14.886166,15.798533,14.707684,17.378607,15.984428,13.783154,15.540343,16.383535,16.671064,13.72151,16.898695,18.022913,14.653252,14.433458,18.333555,16.402729
Angola,Sub-Saharan Africa,Lower middle income,DT.TDS.DPPF.XP.ZS,7.06506,9.228749,4.7920547,2.9344163,6.419672,10.770143,17.521717,18.346123,40.19841,26.209929,20.616877,32.793056,16.739225,15.247334,13.568868,10.521267,12.975112,9.655876,2.4435668,8.495828,4.4521627,4.178875,5.8317676,7.2737393,11.8603325,19.45622,33.20822,22.824427,22.26012,30.277971,32.07485
Angola,Sub-Saharan Africa,Lower middle income,EG.ELC.ACCS.ZS,31.181122,33.331326,31.28456,27.146353,36.55634,36.67284,39.066208,32.77764,26.72299,39.09837,24.212744,20.0,26.352116,27.412777,28.47055,29.527786,30.586893,37.5,38.49,33.80219,34.895638,34.6,37.13132,38.27803,32.0,42.0,41.81313,43.01326,45.29,45.6428,46.89061
Angola,Sub-Saharan Africa,Lower middle income,GFDD.AI.01,5789.887,8337.396,11733.239,23897.799,4765.5186,27576.605,31669.012,11676.259,14511.7705,6860.0054,14338.02,9139.92,7794.7427,4704.798,4367.573,4045.5063,6938.588,17331.664,11815.82,6557.081,14581.624,7401.0054,8292.787,10874.937,5153.9463,11607.468,10825.807,10159.01,10816.376,18077.303,8998.021
Angola,Sub-Saharan Africa,Lower middle income,GFDD.DI.04,90.38279,80.99869,96.232086,81.389534,87.4129,12.619949,41.57405,52.836872,30.42027,9.799127,53.82946,78.9985,48.81592,73.09637,84.35313,89.55731,90.61388,95.1316,97.98219,96.91541,97.37198,89.06676,92.000015,94.379196,95.05722,95.86449,92.48722,88.5927,91.82606,91.30259,89.16698
Angola,Sub-Saharan Africa,Lower middle income,GFDD.DI.05,46.141445,52.463367,14.80629,52.773907,39.70353,36.48713,27.57757,22.615479,24.437038,22.84935,17.28056,20.99253,16.07836,13.38826,12.386089,12.1416,14.622709,17.036419,21.33171,41.30714,33.87183,33.38961,31.078451,33.1903,35.67548,38.084988,36.65786,29.973248,29.026329,31.443691,35.911007
Angola,Sub-Saharan Africa,Lower middle income,GFDD.DI.06,11.743319,15.98285,29.877754,10.380852,8.808747,48.1068,4.638174,4.912676,13.017771,27.147661,1.8739051,1.048133,4.086266,2.033262,1.340757,0.87171566,0.8352115,0.7088328,0.5139657,1.27879,0.90095073,3.527955,2.527437,1.8642149,1.6961701,1.78418,3.2554288,4.480846,2.891808,3.0417888,4.1021013
Angola,Sub-Saharan Africa,Lower middle income,GFDD.DI.11,0.6709172,6.4488773,0.88952154,0.9165713,6.0002127,2.1134162,2.937147,4.038865,5.744607,0.48174205,6.4997125,3.9357376,6.4973416,5.2952623,5.672367,1.1498226,0.902999,1.0048041,0.79163,1.5789696,1.7763424,1.5246655,1.2892809,1.3444123,1.4472253,1.8404996,1.3317959,1.5091679,1.2579609,7.244367,9.802259
Angola,Sub-Saharan Africa,Lower middle income,GFDD.DM.11,28.937601,30.708094,24.918047,68.98378,16.826672,-6.835694,18.197193,42.35132,37.26784,25.4054,25.00255,36.18426,35.904728,29.443562,53.782906,47.35322,46.77896,53.775196,40.064556,43.180317,52.181225,41.408783,0.0485466,0.0985245,0.0995673,0.0924345,0.056802303,69.186516,0.0001972,0.0043823,0.0253272
Angola,Sub-Saharan Africa,Lower middle income,GFDD.EI.08,13.343905,7.458713,13.69199,9.321052,7.810935,1.932988,0.100501195,0.2730568,1.7730331,0.3501329,0.1784093,0.2743184,0.46322972,1.556458,2.83715,3.274846,1.639996,4.079614,12.97667,17.3223,9.437669,8.788699,7.7318687,9.5046015,12.733299,17.34805,20.135668,18.87967,17.8529,16.92577,20.7012
Angola,Sub-Saharan Africa,Lower middle income,GFDD.OI.02,28.442112,29.250868,38.11085,20.079166,30.122356,11.02488,15.525241,16.42821,17.665361,18.84872,13.94027,16.8162,12.916121,10.70298,9.946124,10.2368,12.894041,15.267301,19.407541,38.22892,31.100977,31.370268,29.043337,31.07033,33.258396,38.15775,36.74832,30.100378,29.154268,31.76875,36.417126
Angola,Sub-Saharan Africa,Lower middle income,SH.STA.BRTC.ZS,96.86677,90.37143,96.88126,101.75672,93.008354,97.22871,22.5,90.16356,98.015045,94.12782,98.84047,44.7,95.50149,94.811676,68.45359,94.94145,94.71247,47.3,99.37939,86.92686,87.49582,95.51659,94.20748,95.766945,89.60487,104.77831,46.6,96.69811,101.93035,89.272316,98.199066
Angola,Sub-Saharan Africa,Lower middle income,SL.IND.EMPL.ZS,11.763335,8.880001,8.760001,8.650001,8.56,8.49,8.46,8.46,8.500001,8.500001,8.57,8.67,8.790001,8.93,9.1,8.84,8.58,8.32,8.010001,7.750001,7.8500004,7.96,7.940001,7.8600006,7.7300005,7.57,7.39,7.19,6.99,6.8,8.661896
Antigua and Barbuda,Latin America & Caribbean,High income,DT.TDS.DPPF.XP.ZS,33.21932,22.176798,20.690945,32.41302,18.498991,23.996492,16.529654,19.527372,17.19783,17.013737,16.600416,27.4491,20.627201,17.542515,22.753332,17.964743,22.003883,24.515247,21.996664,9.789965,16.08021,16.8771,14.011744,7.921196,12.696145,22.76636,41.24943,9.961602,10.63858,21.930685,31.844145
Antigua and Barbuda,Latin America & Caribbean,High income,EG.ELC.ACCS.ZS,95.76305,95.94065,96.11813,96.294945,96.47039,96.6438,96.81448,96.98177,97.14498,97.30335,97.68926,97.785255,100.0,97.956825,98.0371,92.2,100.0,100.0,100.0,98.48128,98.59724,94.55202,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Antigua and Barbuda,Latin America & Caribbean,High income,GFDD.AI.01,12886.519,22086.254,15425.894,13538.598,18915.48,15559.021,9252.171,13400.906,13438.14,13477.425,24397.57,13646.596,25879.375,13815.405,11253.878,9181.767,13526.167,11863.105,13503.868,9874.894,20590.605,16533.56,14059.872,12905.939,11587.342,10729.771,17341.762,23166.258,17732.75,17662.191,12650.933
Antigua and Barbuda,Latin America & Caribbean,High income,GFDD.DI.04,92.87661,93.40933,95.178825,95.02234,95.02959,96.50962,97.27306,97.76413,98.101814,98.38683,97.872665,98.00858,98.5938,98.58625,98.836266,98.927025,99.15858,99.782036,99.386406,96.96188,96.32382,96.14239,96.32549,96.77686,96.59218,96.531815,97.14331,96.74314,97.057884,97.12908,94.53779
Antigua and Barbuda,Latin America & Caribbean,High income,GFDD.DI.05,50.17105,55.20625,58.639385,58.660805,57.998505,70.89125,63.21555,63.06691,67.707924,80.293915,78.95084,85.52398,88.56501,97.339874,96.197044,94.140526,92.82883,91.165955,90.23755,90.79371,97.326195,99.712746,96.97998,99.822,95.68062,94.659485,86.980736,91.289314,89.461914,84.754555,95.27108
Antigua and Barbuda,Latin America & Caribbean,High income,GFDD.DI.06,3.690562,3.4380019,2.677551,2.733828,2.458988,2.098003,1.712614,1.558974,1.362154,1.22284,1.6351631,1.600032,1.1849389,1.151713,0.8950353,0.8026604,0.66021264,0.1725256,0.5210768,2.998689,3.773339,3.913083,3.441777,2.986456,2.8765619,2.483798,1.8738879,2.081498,1.7540389,1.6460191,4.14262
Antigua and Barbuda,Latin America & Caribbean,High income,GFDD.DI.11,12.207132,8.757854,-9.064214,12.928728,8.714244,4.736715,28.609138,6.4286876,12.488295,17.26838,5.6483226,6.9810295,9.565686,13.610848,28.34061,8.535343,11.179681,22.08216,17.977633,10.775946,8.583741,8.648666,23.75202,12.607226,5.6509805,4.922663,15.029325,14.432859,8.861257,8.806806,8.988054
Antigua and Barbuda,Latin America & Caribbean,High income,GFDD.DM.11,67.742805,19.599737,33.429417,42.471,35.69071,58.021614,78.12812,76.40113,33.14185,56.526417,56.72448,59.34898,32.81556,55.723423,28.466864,52.3397,38.098072,62.14591,68.634575,54.709625,76.00549,65.28697,40.752056,3.881001,6.158255,8.789435,8.970002,9.049447,13.75194,15.62461,15.87312
Antigua and Barbuda,Latin America & Caribbean,High income,GFDD.EI.08,7.565576,6.635209,7.8251762,8.913909,8.443568,12.659929,11.394489,12.2805195,14.257669,16.767479,16.52571,16.33877,16.81157,15.81907,15.288019,13.708969,13.65034,14.562109,17.73754,21.51002,19.78739,20.896978,19.848999,20.920761,19.717869,16.83392,14.973879,15.58815,14.773999,12.96834,15.793139
Antigua and Barbuda,Latin America & Caribbean,High income,GFDD.OI.02,45.534546,50.753647,53.883717,54.444656,53.847908,65.931114,59.232937,59.441902,63.645603,76.18304,75.15762,81.908844,84.55309,93.06409,91.63268,89.71767,88.23092,87.38882,86.3748,86.38249,92.885025,95.47834,93.22255,95.54,91.257774,90.236244,82.66156,86.840576,85.120224,80.453545,89.53429
Antigua and Barbuda,Latin America & Caribbean,High income,SH.STA.BRTC.ZS,90.25855,100.39484,98.805855,97.94194,102.0703,100.0,100.0,98.49878,100.0,91.400986,99.9,100.0,99.00001,99.00001,100.0,99.9,99.9,100.0,100.0,100.0,100.0,103.452896,100.0,100.0,100.0,100.0,105.12501,100.0,96.842964,104.929146,89.72328
Antigua and Barbuda,Latin America & Caribbean,High income,SL.IND.EMPL.ZS,15.315731,12.448182,22.770758,17.514048,7.368799,18.8325,19.915878,18.59447,20.018242,19.382929,18.114061,15.349106,18.472267,19.153946,17.142803,15.115426,15.348803,20.053955,14.426042,12.809092,20.029522,17.343906,17.98349,16.435953,17.35306,22.455233,16.09197,21.445549,18.618528,20.502144,18.72213
