Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Andorra,AND,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,..,..,..
Andorra,AND,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,24.2127437591553,20,26.3521175384521,27.4127769470215,28.4705505371094,29.5277862548828,30.5868949890137,37.5,38.4900016784668,33.802188873291,34.895637512207,34.5999984741211,37.1313209533691,38.2780303955078,32,42,41.8131294250488,43.0132598876953,45.2900009155273,45.6427993774414,46.8906097412109
Angola,AGO,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,22.5,..,..,..,..,44.7,..,..,..,..,..,47.3,..,..,..,..,..,..,..,..,46.6,..,..,..,..
Angola,AGO,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.632174659,..,..
Angola,AGO,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,7.06505982762928,9.22874938387061,4.79205458001564,2.93441626789502,6.41967160827725,10.7701422388614,17.5217177750125,18.3461215631972,40.1984108164805,26.2099293204466,20.6168753180352,32.7930584219332,16.7392257570693,15.2473334885148,13.5688683961263,10.5212675193515,12.9751118227908,9.65587661135239,2.44356681376533,8.49582807984923,4.45216268102828,4.17887488590371,5.83176750954083,7.27373943006893,11.8603324625358,19.4562205871724,33.2082205873374,22.8244258476556,22.2601204673252,30.2779711173077,32.0748502489067
Angola,AGO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,8.88000011444092,8.76000022888184,8.64999961853027,8.5600004196167,8.48999977111816,8.46000003814697,8.46000003814697,8.5,8.5,8.56999969482422,8.67000007629395,8.78999996185303,8.93000030517578,9.10000038146973,8.84000015258789,8.57999992370605,8.31999969482422,8.01000022888184,7.75,7.84999990463257,7.96000003814697,7.94000005722046,7.8600001335144,7.73000001907349,7.57000017166138,7.3899998664856,7.19000005722046,6.98999977111816,6.80000019073486,..
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.7630462646484,95.9406509399414,96.1181335449219,96.2949447631836,96.4703903198242,96.643798828125,96.8144836425781,96.9817733764648,97.1449813842773,97.303352355957,97.6892623901367,97.7852554321289,100,97.9568252563477,98.0371017456055,92.1999969482422,100,100,100,98.4812774658203,98.5972366333008,94.5520172119141,100,100,100,100,100,100,100,100,100
Antigua and Barbuda,ATG,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,100,100,..,100,..,99.9,100,99,99,100,99.9,99.9,100,100,100,100,..,100,100,100,100,..,100,..,..,..
Antigua and Barbuda,ATG,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,76.6110737791623,77.2536211377942,78.1115759676919,78.6910612811744,80.7361412102573,81.5862313733706,81.5402220305207,82.5081594773798,82.5036847543415,83.212981627025,85.4590032669433,83.7644399861418,83.3869896540748,84.3134837956566,87.114862814597,87.3326612400273,87.0395883900211,88.992619805618,88.0153561759997,88.681885670696,89.195062354407,90.3246594905463,88.9107494038454,89.9999455504114,90.2777350826821
Arab World,ARB,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,51.9764909938579,..,..,..,..,..,..,..,..,..,70.2553694239458,..,..,..,..,..,..,..,..,..,78.8113200422024,..,..,..,..,..,..,..,90.2764542047366,..,..
Arab World,ARB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,20.946838869178,21.0431185734225,21.0202325066304,21.0251301183672,21.1337854166503,21.2410888373937,21.2416093404323,21.2828389490504,21.3819523754159,20.8664642711896,20.9666996553123,20.7484819672033,20.7215063241453,20.9313867778713,21.7096227791696,22.3378182588351,22.9141332347574,23.6117243543987,24.1436474845604,25.0064036410271,24.6982090773859,24.9235780267987,24.7516759325783,24.6122576251376,24.5956738216351,24.8974033378999,25.114454256812,25.1111266241987,25.0055282504284,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.1548004150391,92.4921875,92.8294525146484,93.1660461425781,93.5012741088867,93.8344650268555,94.1649398803711,94.4920120239258,94.8150024414063,95.1331558227539,95.7832870483398,95.5110626220703,96.2288665771484,96.4426345825195,96.6535034179688,96.8638458251953,97.076057434082,97.2927932739258,97.5167541503906,97.7506561279297,98.8199996948242,99.0953521728516,99.22998046875,99.3426742553711,100,99.6253890991211,99.8495788574219,100,99.9895782470703,100,100
Argentina,ARG,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-5.08
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,96.9,..,95.8,..,..,98.5,..,97.2,97.5,97.5,99.1,98.4,98.9,98.7,99.1,99.1,99.4,99.4,94.8,97.9,95,97.1,98.2,97,99.6,99.6,98.4,93.9,..,..,..
Argentina,ARG,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.338095336173,..,..,..,29.5752810172894,29.3321188100386,28.9695600571713,30.5905578010903,31.44235611,..,34.6782292,35.36281278,33.90985047,34.30033785,..
Argentina,ARG,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,34.8874220823826,31.0208227547731,24.2543244500791,26.685752251754,18.5040509379,20.5009776835245,23.4138917810621,27.6513301036485,28.1614219578564,37.5021736627477,40.2876017613837,31.8056957802838,15.5964927610336,34.9563582469504,19.900580316215,14.2054415594713,23.0847795196932,6.91209218283277,6.73971047343004,10.921743293299,10.4244736533813,7.75775017071539,6.31427835208963,8.07124726230915,11.9788124229574,15.9050054633809,23.8105810555445,38.6975972552592,32.2964621023348,34.1290386838088,15.6270492488584
Argentina,ARG,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,32.9000015258789,32.3499984741211,29.7199993133545,28.6000003814697,27.0900001525879,25,25.5599994659424,24.8999996185303,23.6800003051758,22.7800006866455,22.0200004577637,20.2199993133545,21.7900009155273,22.6900005340576,23.2600002288818,23.6700000762939,23.9300003051758,24.0200004577637,23.1900005340576,23.3400001525879,23.9699993133545,23.6599998474121,23.9500007629395,24.1599998474121,23.6599998474121,22.8799991607666,22.4400005340576,21.9099998474121,21.8400001525879,..
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,98.9000015258789,100,98,99.1901321411133,99.1892318725586,99.8000030517578,99.188232421875,99.1931838989258,99.2053756713867,99.2275009155273,99.8000030517578,99.6057968139648,99.6289672851563,99.4199981689453,99.7099990844727,100,99.8000030517578,99.6999969482422,99.9000015258789,100,100
Armenia,ARM,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4,..,..
Armenia,ARM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.7,99.7,98.3,95.5,93.3,93.1,95.7,96.4,97.4,98.8,96.8,98.4,98.8,99.2,99.5,97.8,99.7,99.9,99.9,100,99.5,100,100,100,100,..,99.8,..,..,..,..
Armenia,ARM,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.9908614973932,51.2840018602521,52.106110189312,52.8797109236421,53.3627593750861,53.0315119460687,54.7513338154784,53.4184288139101,51.891755326253,55.0573689244771,52.3299844343251,..,..
Armenia,ARM,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,1.12466507177033,1.93877045672867,3.15209367385766,9.52167213338737,4.91965872212414,12.8909536230376,12.6598740869907,8.23273861334131,8.18853256569916,7.93634873124106,8.79874325896394,6.55218690582062,3.3080825836882,2.75539974886242,1.90597200102888,1.786143520034,2.93825675735458,2.74213451522903,2.67109169059966,5.9265490351931,19.5230749039531,5.86451488414121,9.62644309124567,5.3077917999457,5.24610898761832,6.36303035158352,12.5361146428599,13.2956661265149
Armenia,ARM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,16.8999996185303,16.4300003051758,16.0799999237061,15.8699998855591,15.6899995803833,15.5500001907349,15.4399995803833,15.4099998474121,15.4200000762939,15.5600004196167,15.8199996948242,16.2700004577637,16.7999992370605,17.2700004577637,17.8700008392334,18.4899997711182,18.9699993133545,18.1900005340576,17.0799999237061,17.4099998474121,16.6800003051758,17.6800003051758,17,16.7299995422363,15.9099998474121,15.7799997329712,16.7099990844727,22.7900009155273,24.75,..
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.1536560058594,99.1971282958984,99.2399139404297,100,100,100,100,100,100,91.660400390625,100,100,100,100,100,100,100,100,100,93.3562927246094,100,100,100,100,100,100,100,100,100,100
Aruba,ABW,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,96,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Australia,AUS,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.61,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,99.6,99.3,99.3,99.4,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.4,99.3,99.2,99.1,99.1,99.1,99.1,99.2,99.3,99.7,99.7,97,96.7,..,..,..
Australia,AUS,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,23.5100002288818,23.2900009155273,23.2999992370605,23.1700000762939,22.6299991607666,22.1299991607666,21.8500003814697,21.5100002288818,21.1599998474121,21.6200008392334,20.7399997711182,20.9200000762939,20.8799991607666,21.2399997711182,21.1299991607666,21.2800006866455,21.1800003051758,21.6200008392334,21.1399993896484,20.9799995422363,20.8299999237061,20.7099990844727,20.4500007629395,20.2900009155273,19.3899993896484,19.3600006103516,19.4300003051758,19.8899993896484,19.0599994659424,..
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Austria,AUT,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.14,..
Austria,AUT,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,100,..,..,98.2,98.2,98.3,98.3,98.3,98.3,98.4,98.4,98.4,98.6,98.6,98.5,98.6,98.6,98.5,98.6,98.5,98.5,98.5,98.5,98.4,98.4,98.4,..,..
Austria,AUT,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,33.8400001525879,33.4300003051758,32.8300018310547,32.4700012207031,32.0999984741211,30.2999992370605,29.6399993896484,29.5599994659424,29.7600002288818,30.0300006866455,29.3700008392334,28.8500003814697,28.9200000762939,26.7299995422363,27.5799999237061,28.1599998474121,27.3199996948242,26.2399997711182,24.9699993133545,24.9099998474121,26.0300006866455,26.0799999237061,25.9099998474121,25.75,25.7600002288818,25.5599994659424,24.9200000762939,25.4400005340576,25.3600006103516,..
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,97,98.9082260131836,98.6218032836914,100,98.9274673461914,99.0747985839844,99.2215957641602,99.5,99.5234527587891,99.6838684082031,99.8542251586914,99.9437942504883,99.9000015258789,100,100,100,100,100,100,100,100,100
Azerbaijan,AZE,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,97.3,97.2,96.5,96.3,99.6,91.5,87.9,90.4,91.5,92.4,80.7,88,94,95.8,95.9,94.4,88.6,93,98,99.8,99.4,97.2,99.8,99.9,99.9,99.8,99.8,99.8,99.39,..,..
Azerbaijan,AZE,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.6120971907671,..,..,..,..,..
Azerbaijan,AZE,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,..,..,..,..,..,1.23747372686511,1.14595134043994,6.59957010077308,2.03187016212316,4.66936262143656,5.54873484313586,5.00853428278511,4.55590215928988,5.36261167155249,3.26987994067702,1.57776204181323,1.03067944497486,0.804809293888976,0.777477993015196,1.2328368935953,1.08583919571674,0.93286287357526,1.02626957345353,2.30744841099838,2.0344709385197,3.72498651441265,5.37497850806123,7.51650634796689,7.6933829414735,6.4717257450788,7.8520295160071
Azerbaijan,AZE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,13.75,13.25,12.6599998474121,12.1400003433228,11.6700000762939,11.4499998092651,11.210000038147,11.1199998855591,11.1800003051758,10.8800001144409,10.8199996948242,11.5299997329712,11.710000038147,11.8999996185303,12.0799999237061,12.3500003814697,12.6300001144409,12.1300001144409,12.6599998474121,13.7200002670288,14.0799999237061,14.289999961853,14.3800001144409,14.3000001907349,14.0600004196167,14.3299999237061,14.3699998855591,14.7200002670288,14.789999961853,..
