Country Name,Country Code,Series Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Region,Income Group
Albania,ALB,DT.TDS.DPPF.XP.ZS,,4.29887168674699,2.17526038751346,3.17620015741834,6.63578141560799,1.97426736758052,4.36355304424004,13.7492488493594,8.36030479390681,4.32975848421053,4.08926321599045,4.10415419763616,6.47285588325464,5.01284692817012,4.74380409315947,4.44191909323202,4.37998012053594,3.65450734719358,3.14336489120975,4.82722888374752,6.83537687202513,7.55635667663239,7.91808193860457,5.09412886419534,6.32797011387068,16.9562909343761,7.23736770869135,6.82537209644591,13.1415021502343,7.51813931177903,17.8976526084543,Europe & Central Asia,Upper middle income
Albania,ALB,EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9000015258789,100,99.9499969482422,99.9800033569336,99.8899993896484,99.8899993896484,100,100,100,Europe & Central Asia,Upper middle income
Albania,ALB,GFDD.AI.01,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.4239,1093.8435,1051.9623,1094.8483,1133.1195,Europe & Central Asia,Upper middle income
Albania,ALB,GFDD.DI.04,,,,,58.31802,70.58632,73.44514,56.80686,60.10012,68.82464,68.60171,71.69236,71.5622,75.49699,80.08146,82.29821,85.61717,87.34673,88.56968,89.38724,91.75062,92.35944,92.38214,92.63004,92.34568,91.71468,94.06599,94.19537,93.9041,94.23023,93.56905,Europe & Central Asia,Upper middle income
Albania,ALB,GFDD.DI.05,,,,,39.76496,48.44382,46.22337,59.92533,62.23912,66.02231,65.46322,69.82247,66.85226,65.44225,68.22042,71.41761,76.36533,78.46536,75.48072,59.0378,64.35965,68.69024,71.21796,72.56398,73.43582,72.90962,74.61969,71.45648,68.48411,69.82919,77.39526,Europe & Central Asia,Upper middle income
Albania,ALB,GFDD.DI.06,,,,,38.9519,22.53627,16.95704,28.48758,24.69372,17.07625,16.62397,14.50006,14.09178,11.97431,9.651939,9.189349,8.40533,8.215148,7.829318,7.326433,5.541931,5.343606,5.249811,5.082034,5.276285,5.354491,3.735874,3.518524,3.510658,3.389089,4.226071,Europe & Central Asia,Upper middle income
Albania,ALB,GFDD.DI.11,,,,,,,,,,,,,,,1.1387429,,1.3123111,1.3836992,1.436601,1.4185228,1.4551751,1.4891312,1.5263229,1.6176406,1.7523666,1.9249897,1.9981268,1.9720129,1.9253553,2.2937075,2.4027192,Europe & Central Asia,Upper middle income
Albania,ALB,GFDD.DM.11,,,,,,,,,,,,,,,,,,0.8419388,1.192739,1.233491,2.019677,2.462609,3.918897,5.083622,5.720746,4.51032,6.048731,5.143755,5.348466,6.262567,9.207189,Europe & Central Asia,Upper middle income
Albania,ALB,GFDD.EI.08,,,,,50.45245,50.31882,43.64244,33.54047,33.33377,33.59151,31.4507,30.52274,28.98522,29.23848,29.17292,27.34675,27.7209,26.78846,25.33599,24.92359,24.27309,25.2794,24.7477,26.00121,26.25305,23.90911,24.6394,24.53494,23.53838,24.00562,26.7647,Europe & Central Asia,Upper middle income
Albania,ALB,GFDD.OI.02,,,,,24.24287,29.55024,31.92305,37.97531,44.48563,47.68661,45.66356,48.68773,45.41947,46.96875,49.49909,52.80478,57.65782,62.41558,57.3421,57.90776,63.32483,67.28407,69.8149,70.35517,70.04085,68.59187,68.64949,64.34592,60.41314,60.71103,67.65973,Europe & Central Asia,Upper middle income
Albania,ALB,SH.STA.BRTC.ZS,93,92.6,86.4,87.2,89.1,89.1,91.2,98.8,99.1,99,99.1,99,98,98.8,99.3,99.8,99,,,99.3,,,,,,,,,99.8,,,Europe & Central Asia,Upper middle income
Albania,ALB,SL.IND.EMPL.ZS,,11.5799999237061,11.4499998092651,11.6300001144409,11.789999961853,12.0299997329712,11.7299995422363,11.6300001144409,11.7200002670288,12.1700000762939,12.8100004196167,13.6700000762939,14.460000038147,14.8100004196167,15.2299995422363,15.7600002288818,16.4799995422363,16.9500007629395,17.7800006866455,19.9400005340576,20.5900001525879,18.8700008392334,17.2800006866455,16.8799991607666,17.7399997711182,18.6700000762939,19.3799991607666,19.3799991607666,19.75,20.1499996185303,,Europe & Central Asia,Upper middle income
Algeria,DZA,DT.TDS.DPPF.XP.ZS,63.7561072560198,70.9107060359716,,,,,,,,,,,,,,11.3752453194881,22.111901264211,1.12933325064654,1.18114274342916,0.883621199195184,0.604873213157269,0.587429122747538,0.839000782722053,0.42095812143328,0.358222524465445,0.470750216340195,0.475646929851391,0.41848455358651,0.327380915985938,0.333320590291572,0.404673242814271,Middle East & North Africa,Lower middle income
Algeria,DZA,EG.ELC.ACCS.ZS,,,,,,,,,,,98.9730987548828,98.9668731689453,98.9530563354492,98.9340133666992,98.9120788574219,98.8896102905273,98.869010925293,98.8529357910156,99.3000030517578,98.8451843261719,98.8589324951172,98.8880310058594,98.7646636962891,99.0022048950195,99.0870132446289,99.1866607666016,99.3502502441406,99.6354904174805,99.6978378295898,99.5,99.8041305541992,Middle East & North Africa,Lower middle income
Algeria,DZA,GFDD.AI.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East & North Africa,Lower middle income
Algeria,DZA,GFDD.DI.04,78.3101,80.79305,73.01772,65.53322,66.63146,74.76546,83.54134,85.0892,86.70982,89.46928,89.06787,92.72879,94.04404,93.94376,95.04723,95.57029,80.39911,99.76729,99.81059,99.81031,99.79201,99.80945,99.81128,99.89756,99.90615,99.92479,99.94191,81.51266,68.52157,66.8563,67.85996,Middle East & North Africa,Lower middle income
Algeria,DZA,GFDD.DI.05,61.92713,48.1069,50.66121,49.10256,45.4436,36.90268,33.00584,36.08158,42.37712,42.07777,37.82976,54.33134,60.30313,60.34156,56.6909,50.17707,53.80409,60.04026,58.82249,67.40389,62.92138,60.97169,59.63226,62.83195,70.8328,74.55348,72.23631,73.84113,76.15809,74.72868,87.61681,Middle East & North Africa,Lower middle income
Algeria,DZA,GFDD.DI.06,17.82918,11.66562,15.14804,23.01727,17.18489,12.14126,7.038949,6.393389,6.179602,5.051198,4.095623,3.466281,2.999089,2.740328,2.016596,1.654364,8.655043,0.0794927,0.0577167,0.0756455,0.0773756,0.0678238,0.0680435,0.0408433,0.0434778,0.0414629,0.0350779,13.20188,27.27703,32.01483,35.70337,Middle East & North Africa,Lower middle income
Algeria,DZA,GFDD.DI.11,,,,,,,,,,,1.3289681,1.3070427,,,,,0.76338248,0.82648286,,1.0963255,1.1518681,1.1421688,1.1135747,1.2059719,1.386642,1.5094342,1.5150759,1.4504262,,,,Middle East & North Africa,Lower middle income
Algeria,DZA,GFDD.DM.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East & North Africa,Lower middle income
Algeria,DZA,GFDD.EI.08,8.08622,3.728315,33.92069,37.28133,27.81081,30.81173,30.36467,32.57956,35.76546,37.56185,27.4194,36.22748,35.1901,31.31682,27.72717,23.84563,23.39024,21.20873,17.63616,23.55731,21.93333,21.82791,21.97769,23.34778,27.95268,33.40324,37.49484,33.82284,34.39246,38.9275,45.65574,Middle East & North Africa,Lower middle income
Algeria,DZA,GFDD.OI.02,43.92749,33.45822,27.25068,32.59271,29.85962,24.50037,21.78938,23.91127,28.57152,28.67068,26.14624,40.59793,45.39818,45.21692,42.39005,37.78471,40.9648,46.19802,44.71291,48.66047,44.98983,43.06861,41.27208,43.42392,49.44395,49.87261,46.48419,48.7765,49.58972,48.01913,53.93711,Middle East & North Africa,Lower middle income
Algeria,DZA,SH.STA.BRTC.ZS,,,76.5,,,,,,,,92,,95.9,,,,95.2,,,,,,,96.6,,,,,,,,Middle East & North Africa,Lower middle income
Algeria,DZA,SL.IND.EMPL.ZS,,25.3999996185303,25.2600002288818,25.0300006866455,24.8199996948242,24.8199996948242,24.7800006866455,24.7000007629395,24.7700004577637,24.6700000762939,24.8999996185303,25.0100002288818,24.7999992370605,24.6900005340576,25.6399993896484,26.7600002288818,27.5200004577637,28.3799991607666,28.8899993896484,29.5699996948242,30.2000007629395,30.8600006103516,30.8099994659424,30.9599990844727,30.9599990844727,30.9200000762939,30.9500007629395,30.9899997711182,30.9099998474121,30.4200000762939,,Middle East & North Africa,Lower middle income
Andorra,AND,DT.TDS.DPPF.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Europe & Central Asia,High income
Andorra,AND,GFDD.AI.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,GFDD.DI.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,GFDD.DI.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,GFDD.DI.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,GFDD.DI.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,GFDD.DM.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,GFDD.EI.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,GFDD.OI.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Andorra,AND,SH.STA.BRTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,Europe & Central Asia,High income
Andorra,AND,SL.IND.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Angola,AGO,DT.TDS.DPPF.XP.ZS,7.06505982762928,9.22874938387061,4.79205458001564,2.93441626789502,6.41967160827725,10.7701422388614,17.5217177750125,18.3461215631972,40.1984108164805,26.2099293204466,20.6168753180352,32.7930584219332,16.7392257570693,15.2473334885148,13.5688683961263,10.5212675193515,12.9751118227908,9.65587661135239,2.44356681376533,8.49582807984923,4.45216268102828,4.17887488590371,5.83176750954083,7.27373943006893,11.8603324625358,19.4562205871724,33.2082205873374,22.8244258476556,22.2601204673252,30.2779711173077,32.0748502489067,Sub-Saharan Africa,Lower middle income
Angola,AGO,EG.ELC.ACCS.ZS,,,,,,,,,,,24.2127437591553,20,26.3521175384521,27.4127769470215,28.4705505371094,29.5277862548828,30.5868949890137,37.5,38.4900016784668,33.802188873291,34.895637512207,34.5999984741211,37.1313209533691,38.2780303955078,32,42,41.8131294250488,43.0132598876953,45.2900009155273,45.6427993774414,46.8906097412109,Sub-Saharan Africa,Lower middle income
Angola,AGO,GFDD.AI.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Lower middle income
Angola,AGO,GFDD.DI.04,,,,,,12.61995,41.57405,52.83687,30.42027,9.799127,53.82946,78.9985,48.81592,73.09637,84.35313,89.55731,90.61388,95.1316,97.9822,96.91541,97.37198,89.06676,92.00002,94.3792,95.05722,95.86449,92.48722,88.5927,91.82606,91.30259,89.16698,Sub-Saharan Africa,Lower middle income
Angola,AGO,GFDD.DI.05,,,,,,36.48713,27.57757,22.61548,24.43704,22.84935,17.28056,20.99253,16.07836,13.38826,12.38609,12.1416,14.62271,17.03642,21.33171,41.30714,33.87183,33.38961,31.07845,33.1903,35.67548,38.08499,36.65786,29.97325,29.02633,31.44369,35.91101,Sub-Saharan Africa,Lower middle income
Angola,AGO,GFDD.DI.06,,,,,,48.1068,4.638174,4.912676,13.01777,27.14766,1.873905,1.048133,4.086266,2.033262,1.340757,0.8717156,0.8352115,0.7088328,0.5139657,1.27879,0.9009507,3.527955,2.527437,1.864215,1.69617,1.78418,3.255429,4.480846,2.891808,3.041789,4.102101,Sub-Saharan Africa,Lower middle income
Angola,AGO,GFDD.DI.11,,,,,,,,,,,6.4997124,3.9357375,,,,1.1498227,0.90299904,1.0048041,0.79163007,1.5789696,1.7763424,1.5246655,1.2892809,1.3444123,1.4472254,1.8404996,1.331796,1.509168,1.2579609,,,Sub-Saharan Africa,Lower middle income
Angola,AGO,GFDD.DM.11,,,,,,,,,,,,,,,,,,,,,,,0.0485466,0.0985245,0.0995673,0.0924345,0.0568023,,0.0001972,0.0043823,0.0253272,Sub-Saharan Africa,Lower middle income
Angola,AGO,GFDD.EI.08,,,,,,1.932988,0.1005012,0.2730568,1.773033,0.3501329,0.1784093,0.2743184,0.4632297,1.556458,2.83715,3.274846,1.639996,4.079614,12.97667,17.3223,9.437669,8.788699,7.731869,9.504602,12.7333,17.34805,20.13567,18.87967,17.8529,16.92577,20.7012,Sub-Saharan Africa,Lower middle income
Angola,AGO,GFDD.OI.02,,,,,,11.02488,15.52524,16.42821,17.66536,18.84872,13.94027,16.8162,12.91612,10.70298,9.946123,10.2368,12.89404,15.2673,19.40754,38.22892,31.10098,31.37027,29.04334,31.07033,33.2584,38.15775,36.74832,30.10038,29.15427,31.76875,36.41713,Sub-Saharan Africa,Lower middle income
Angola,AGO,SH.STA.BRTC.ZS,,,,,,,22.5,,,,,44.7,,,,,,47.3,,,,,,,,,46.6,,,,,Sub-Saharan Africa,Lower middle income
Angola,AGO,SL.IND.EMPL.ZS,,8.88000011444092,8.76000022888184,8.64999961853027,8.5600004196167,8.48999977111816,8.46000003814697,8.46000003814697,8.5,8.5,8.56999969482422,8.67000007629395,8.78999996185303,8.93000030517578,9.10000038146973,8.84000015258789,8.57999992370605,8.31999969482422,8.01000022888184,7.75,7.84999990463257,7.96000003814697,7.94000005722046,7.8600001335144,7.73000001907349,7.57000017166138,7.3899998664856,7.19000005722046,6.98999977111816,6.80000019073486,,Sub-Saharan Africa,Lower middle income
Antigua and Barbuda,ATG,DT.TDS.DPPF.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,EG.ELC.ACCS.ZS,95.7630462646484,95.9406509399414,96.1181335449219,96.2949447631836,96.4703903198242,96.643798828125,96.8144836425781,96.9817733764648,97.1449813842773,97.303352355957,97.6892623901367,97.7852554321289,100,97.9568252563477,98.0371017456055,92.1999969482422,100,100,100,98.4812774658203,98.5972366333008,94.5520172119141,100,100,100,100,100,100,100,100,100,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,GFDD.AI.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,GFDD.DI.04,92.87661,93.40933,95.17883,95.02234,95.02959,96.50962,97.27306,97.76413,98.10182,98.38683,97.87267,98.00859,98.59381,98.58626,98.83627,98.92703,99.15858,99.78204,99.38641,96.96188,96.32382,96.14239,96.32549,96.77686,96.59218,96.53182,97.14331,96.74314,97.05789,97.12909,94.53779,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,GFDD.DI.05,50.17105,55.20625,58.63938,58.6608,57.9985,70.89125,63.21555,63.06691,67.70792,80.29391,78.95084,85.52397,88.56501,97.33987,96.19704,94.14052,92.82883,91.16595,90.23755,90.7937,97.32619,99.71274,96.97998,99.82199,95.68062,94.65948,86.98073,91.28931,89.46191,84.75455,95.27108,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,GFDD.DI.06,3.690562,3.438002,2.677551,2.733828,2.458988,2.098003,1.712614,1.558974,1.362154,1.22284,1.635163,1.600032,1.184939,1.151713,0.8950353,0.8026604,0.6602126,0.1725256,0.5210768,2.998689,3.773339,3.913083,3.441777,2.986456,2.876562,2.483798,1.873888,2.081498,1.754039,1.646019,4.14262,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,GFDD.DI.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,GFDD.DM.11,,,,,,,,,,,,,,,,,,,,,,,,3.881001,6.158255,8.789435,8.970002,9.049447,13.75194,15.62461,15.87312,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,GFDD.EI.08,7.565576,6.635209,7.825176,8.913909,8.443568,12.65993,11.39449,12.28052,14.25767,16.76748,16.52571,16.33877,16.81157,15.81907,15.28802,13.70897,13.65034,14.56211,17.73754,21.51002,19.78739,20.89698,19.849,20.92076,19.71787,16.83392,14.97388,15.58815,14.774,12.96834,15.79314,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,GFDD.OI.02,45.53455,50.75365,53.88372,54.44466,53.84791,65.93112,59.23294,59.4419,63.6456,76.18304,75.15763,81.90885,84.5531,93.06409,91.63269,89.71767,88.23092,87.38882,86.3748,86.38249,92.88503,95.47834,93.22255,95.54,91.25778,90.23624,82.66156,86.84058,85.12023,80.45354,89.53429,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,SH.STA.BRTC.ZS,,,,,,100,100,,100,,99.9,100,99,99,100,99.9,99.9,100,100,100,100,,100,100,100,100,,100,,,,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,SL.IND.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Argentina,ARG,DT.TDS.DPPF.XP.ZS,34.8874220823826,31.0208227547731,24.2543244500791,26.685752251754,18.5040509379,20.5009776835245,23.4138917810621,27.6513301036485,28.1614219578564,37.5021736627477,40.2876017613837,31.8056957802838,15.5964927610336,34.9563582469504,19.900580316215,14.2054415594713,23.0847795196932,6.91209218283277,6.73971047343004,10.921743293299,10.4244736533813,7.75775017071539,6.31427835208963,8.07124726230915,11.9788124229574,15.9050054633809,23.8105810555445,38.6975972552592,32.2964621023348,34.1290386838088,15.6270492488584,Latin America & Caribbean,Upper middle income
Argentina,ARG,EG.ELC.ACCS.ZS,92.1548004150391,92.4921875,92.8294525146484,93.1660461425781,93.5012741088867,93.8344650268555,94.1649398803711,94.4920120239258,94.8150024414063,95.1331558227539,95.7832870483398,95.5110626220703,96.2288665771484,96.4426345825195,96.6535034179688,96.8638458251953,97.076057434082,97.2927932739258,97.5167541503906,97.7506561279297,98.8199996948242,99.0953521728516,99.22998046875,99.3426742553711,100,99.6253890991211,99.8495788574219,100,99.9895782470703,100,100,Latin America & Caribbean,Upper middle income
Argentina,ARG,GFDD.AI.01,,,,,,,,,,,,,,,477.33213,508.1048,549.85009,605.41936,616.11481,641.25257,674.73194,727.22693,807.35014,862.55471,908.46915,954.5852,1067.0536,1148.1804,1214.3665,1180.7575,1357.1925,Latin America & Caribbean,Upper middle income
Argentina,ARG,GFDD.DI.04,76.00864,74.85148,82.73595,82.59678,88.1969,88.64128,89.79807,91.39813,92.8978,93.81606,92.66087,80.35063,71.17622,68.30187,69.5024,74.39522,75.67504,77.11217,76.12947,73.02737,71.66055,68.78857,63.55997,59.4109,57.5713,52.80787,55.11782,59.13359,,,,Latin America & Caribbean,Upper middle income
Argentina,ARG,GFDD.DI.05,11.53333,10.61703,13.80395,19.38437,20.95711,20.24592,22.8161,26.57754,28.75975,31.54247,31.96427,27.18917,27.94328,30.11629,28.35122,28.69066,28.09301,27.91623,23.52055,25.38139,25.3695,24.3777,27.15824,27.17935,25.80884,27.67599,28.35506,28.47554,,,,Latin America & Caribbean,Upper middle income
Argentina,ARG,GFDD.DI.06,7.739184,6.013886,4.091106,4.833725,3.247589,3.293852,3.021462,2.686419,2.398412,2.239735,2.627652,7.627637,18.30924,16.64876,13.50976,9.533546,7.684721,6.489634,6.087299,7.793949,8.508353,9.456132,12.56017,14.93377,16.19815,20.30259,17.93329,16.70644,,,,Latin America & Caribbean,Upper middle income
Argentina,ARG,GFDD.DI.11,,,,,,,,,,,,,,3.1512904,,2.7800137,2.5514999,2.3670138,2.1588382,4.1934472,3.6718595,3.4627901,3.5141532,3.5788956,3.662619,3.723205,4.0729809,4.1231627,4.0716393,3.9256888,4.9763954,Latin America & Caribbean,Upper middle income
Argentina,ARG,GFDD.DM.11,,,,,,,,,,12.11959,12.36053,0.4397853,0.7970141,0.6755517,0.5685446,0.0573544,6.653821,4.940852,3.537721,4.286835,3.04032,2.380793,2.19554,2.201457,2.38094,2.220724,2.578762,3.200502,5.224435,6.579714,7.086075,Latin America & Caribbean,Upper middle income
Argentina,ARG,GFDD.EI.08,10.02583,5.873475,4.842083,5.566902,4.312179,6.024972,6.71905,6.987295,7.780574,9.842758,10.00827,11.03507,30.0964,25.2529,21.28682,17.28298,12.3748,9.252244,7.591312,9.102528,9.212341,7.300521,7.218622,6.672659,8.512298,8.637283,8.797899,8.794333,,,,Latin America & Caribbean,Upper middle income
Argentina,ARG,GFDD.OI.02,8.203477,7.670068,10.30013,14.96205,16.4086,15.81596,18.37803,21.91824,24.13389,26.59892,27.4253,23.75952,22.67097,23.01494,21.34349,21.15076,20.53297,20.38741,17.04823,18.42547,18.47964,17.38624,19.13465,19.42729,18.85372,20.49133,21.89971,21.84118,,,,Latin America & Caribbean,Upper middle income
Argentina,ARG,SH.STA.BRTC.ZS,96.9,,95.8,,,98.5,,97.2,97.5,97.5,99.1,98.4,98.9,98.7,99.1,99.1,99.4,99.4,94.8,97.9,95,97.1,98.2,97,99.6,99.6,98.4,93.9,,,,Latin America & Caribbean,Upper middle income
Argentina,ARG,SL.IND.EMPL.ZS,,32.9000015258789,32.3499984741211,29.7199993133545,28.6000003814697,27.0900001525879,25,25.5599994659424,24.8999996185303,23.6800003051758,22.7800006866455,22.0200004577637,20.2199993133545,21.7900009155273,22.6900005340576,23.2600002288818,23.6700000762939,23.9300003051758,24.0200004577637,23.1900005340576,23.3400001525879,23.9699993133545,23.6599998474121,23.9500007629395,24.1599998474121,23.6599998474121,22.8799991607666,22.4400005340576,21.9099998474121,21.8400001525879,,Latin America & Caribbean,Upper middle income
Armenia,ARM,DT.TDS.DPPF.XP.ZS,,,,1.12466507177033,1.93877045672867,3.15209367385766,9.52167213338737,4.91965872212414,12.8909536230376,12.6598740869907,8.23273861334131,8.18853256569916,7.93634873124106,8.79874325896394,6.55218690582062,3.3080825836882,2.75539974886242,1.90597200102888,1.786143520034,2.93825675735458,2.74213451522903,2.67109169059966,5.9265490351931,19.5230749039531,5.86451488414121,9.62644309124567,5.3077917999457,5.24610898761832,6.36303035158352,12.5361146428599,13.2956661265149,Europe & Central Asia,Upper middle income
Armenia,ARM,EG.ELC.ACCS.ZS,,,,,,,,,,,98.9000015258789,100,98,99.1901321411133,99.1892318725586,99.8000030517578,99.188232421875,99.1931838989258,99.2053756713867,99.2275009155273,99.8000030517578,99.6057968139648,99.6289672851563,99.4199981689453,99.7099990844727,100,99.8000030517578,99.6999969482422,99.9000015258789,100,100,Europe & Central Asia,Upper middle income
Armenia,ARM,GFDD.AI.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,Upper middle income
Armenia,ARM,GFDD.DI.04,,,71.2442,27.41151,68.82557,78.28555,60.61339,77.76727,82.66435,84.18128,91.92784,91.55433,96.8248,98.63291,95.32157,96.53049,97.65753,98.4414,98.2949,95.18204,96.74907,96.68084,96.93913,97.10075,96.66087,95.78315,95.01034,95.34318,95.46054,95.90026,96.36973,Europe & Central Asia,Upper middle income
Armenia,ARM,GFDD.DI.05,,,79.87205,74.81403,13.09741,7.707154,8.222912,8.733553,10.05222,11.08458,14.70446,13.44959,15.55161,14.39199,14.98692,16.29842,18.28698,21.95241,19.84799,16.69308,17.14887,20.17364,22.17836,25.05049,26.95733,29.40799,34.51529,37.36695,36.79517,37.60079,41.53059,Europe & Central Asia,Upper middle income
Armenia,ARM,GFDD.DI.06,,,17.52407,37.5355,5.097693,2.034157,4.230324,2.050281,1.892713,1.873638,1.015706,0.9267392,0.3046139,0.1092835,0.4400731,0.3585918,0.2527305,0.2427824,0.3469448,1.398111,1.068146,1.335358,1.377574,1.393844,1.818699,2.168129,2.903821,2.835073,2.95718,2.869284,3.158039,Europe & Central Asia,Upper middle income
Armenia,ARM,GFDD.DI.11,,,,,,,,,,,,,,,,,0.31924609,,0.32738748,0.54055018,0.7402442,0.83226089,0.8989025,1.0976887,0.89923176,0.81548852,0.92110165,0.88975509,0.85901686,1.0226918,1.1029234,Europe & Central Asia,Upper middle income
Armenia,ARM,GFDD.DM.11,,,,,,,,,,0.0015822,0.8473122,0.2513933,0.0024786,0.0028463,0.0038059,0.0541573,0.0504649,0.028532,0.0007436,0.1185376,0.1299486,0.1128427,0.1097829,0.1443061,0.1318372,0.16238,0.1982349,0.2361709,0.1336541,0.2349519,0.0876051,Europe & Central Asia,Upper middle income
